index,country,year,gdp,infrate,trade,schooling,invest60,invest70,invest80,industry
21,New Zealand,1975,6382,14.52991,54.889248,57.1,NA,NA,NA,34.52904
21,New Zealand,1976,6748,16.79104,57.889282,NA,NA,NA,NA,34.71202
21,New Zealand,1977,6867,14.58999,56.796474,NA,NA,NA,NA,32.95466
21,New Zealand,1978,7301,11.89591,55.041866,NA,NA,NA,NA,32.50108
21,New Zealand,1979,7915,13.70432,61.897545,NA,NA,NA,NA,32.65749
21,New Zealand,1980,8656,17.09277,62.08681,46.1,0.26664,0.29516,25.522,32.18576
21,New Zealand,1981,9736,15.34623,62.446667,NA,NA,NA,NA,34.01445
21,New Zealand,1982,10687,16.1709,62.351555,NA,NA,NA,NA,34.55593
21,New Zealand,1983,11262,7.35568,61.913372,NA,NA,NA,NA,33.40371
21,New Zealand,1984,12141,6.201214,70.57388,NA,NA,NA,NA,34.58643
21,New Zealand,1985,12556,15.39404,64.61287,46.6,NA,NA,NA,33.26814
21,New Zealand,1986,13085,13.21782,55.48104,NA,NA,NA,NA,31.91995
21,New Zealand,1987,13402,15.74115,52.397793,NA,NA,NA,NA,30.22941
21,New Zealand,1988,13569,6.375142,50.625256,NA,NA,NA,NA,28.58743
21,New Zealand,1989,14124,7.490603,53.819305,NA,NA,NA,NA,29.19099
21,New Zealand,1990,14420,5.506608,54.53501,24.1,NA,NA,NA,27.92192
21,New Zealand,1991,14252,1.670146,56.42813,NA,NA,NA,NA,27.3392
21,New Zealand,1992,14679,1.026694,61.14054,NA,NA,NA,NA,27.11838
21,New Zealand,1993,15605,1.422764,59.26334,NA,NA,NA,NA,27.069210000000002
21,New Zealand,1994,16686,2.40481,60.43647,NA,NA,NA,NA,27.76848
21,New Zealand,1995,17402,3.739837,58.59611,26.6,NA,NA,NA,26.99032
21,New Zealand,1996,17879,2.298851,57.03107,NA,NA,NA,NA,26.74216
21,New Zealand,1997,18510,1.174668,57.1321,NA,NA,NA,NA,26.50679
21,New Zealand,1998,18669,1.287229,NA,NA,NA,NA,NA,25.27657
21,New Zealand,1999,19937,-0.1245951,NA,NA,NA,NA,NA,25.51298
21,New Zealand,2000,20789,2.619761,NA,26.3,NA,NA,NA,25.29168
21,New Zealand,2001,21825,2.625821,NA,NA,NA,NA,NA,NA
21,New Zealand,2002,22662,2.677091,NA,NA,NA,NA,NA,NA
21,New Zealand,2003,23728,1.753576,NA,NA,NA,NA,NA,NA
